full_text,sentiment,created_at,tweet_id
"America has a very bright future. Someday a leader will emerge, who will hold a vision of what the USA can and will be, will unite and inspire the participation of all divisions, to work for a nation in which everyone shall profit and live well. - Just don't think that's #Trump.",0.7436257,2022-04-05 23:35:51,1511487814961012737
"Title 42 Led to 1.5 Million Deportations. #Biden Should've Repealed It Earlier. #Experts have long decried the ""scientifically baseless and #politically motivated"" #expulsion policy. https://t.co/b2e1TCbrST",0.3316376,2022-04-05 23:36:45,1511488038878461953
"Wednesday, #Biden has 3 things on his public schedule, per WH, incl.:
• Signing #PostalServiceReform Act of 2022 into law at 4:15p Eastern

Presser: WH Press Sec Jen Psaki at 2:30p https://t.co/wpynYCs225",0.42857695,2022-04-05 23:36:51,1511488065642000386
"@MySingleVoice Trump would be awesome entertainment, then you haters can come on @Twitter everyday and get excited to WATCH/SEE what #Trump says, $TWTR Stock would go to 100$ a share combined with #ElonMusk ...Get over Your mean evil hatred Democrats, even your asses DESERVE A SECOND CHANCE🤞🙏",0.39336312,2022-04-05 23:37:00,1511488101797052416
"#ICYMI: ""#Durham bombshell: Prosecutor unveils smoking gun #FBI text message, 'joint venture' to smear #Trump""

Read the full article by @jsolomonreports with @justthenews...

https://t.co/YzKk4YT4MC https://t.co/j5Hi7P0Qkz",0.35475242,2022-04-05 23:37:04,1511488121044619264
"See… there are a handful of wannabe/actual #dictators like #putin, #trump, the #northkoreaguy, and whatever regime is running the Middle East in the world with some 7 BILLION people who want PEACE! Why then, I ask, do us 7 BILLION do so little to stop such tyranny? 🤔",0.3396588,2022-04-05 23:37:23,1511488200857903109
We all have our own views on #BidenWorstPresidentEver and nobody can forget some odd cooment from former #POTUS #Trump but when another huge celebrity who stands for Presidential Candidate shares a strategy based on #mechanicalbees yes #Bees surely we should be a bit concerned https://t.co/j9FvVe5oam,0.3912058,2022-04-05 23:37:35,1511488248480206853
"@SethAbramson Seth, quit being a hater, EVERYONE( #Trump ) DESERVES A SECOND CHANCE to entertain the masses, so let $TWTR be the #1 Social Media Stock, where 100$+ A SHARE COMES🤞🙏",0.28104523,2022-04-05 23:37:44,1511488286816030721
"#Trump’s “savvy””genius” who was “very strong” when Trump sided with him in #Geneva vs. U.S. Intelligence is a war criminal. #Putin committed #genocide. And yet, this is America’s #RepublicanParty’s guy.  They’re more focused on ramping up #fossilfuels than #Ukraine slaughter. https://t.co/iSt4R1uy5V",0.36624965,2022-04-05 23:37:44,1511488287952703489
"US special Counsel #JohnDurham Unveils @FBI Text Indicating 'Joint Venture' to Smear president #Trump With 'Russiagate' Narrative that could drag @HillaryClintoninto the fray  
https://t.co/mgj9XOLlZl",0.5776678,2022-04-05 23:37:45,1511488290293116929
"@TIME We need to go one step further and revoke all Rusian work visa’s in Canada and the United States, our money should not go to help the Russian Goverment or the Russian people it should stay here or be donated to the Ukraine rebuild #biden #trudeau #nhl #miningcompanies",0.39543712,2022-04-05 23:38:07,1511488384161796099
"@BBCWorld Just want to remind everyone that Trump a former US president is still banned on Twitter.....so how is this even a question?

#Trump #UkraineRussiaWar",0.301291,2022-04-05 23:38:39,1511488517309935625
"FLOTUS couldn't get a day off from work for this big event?  hmm
#Biden #Obama #JillBiden #cnn #foxnews #jessewattersprimetime #gregkellyreports #jessewatters",0.59210145,2022-04-05 23:39:37,1511488761544200193
"US special Counsel #JohnDurham Unveils @FBI Text Indicating 'Joint Venture' to Smear president #Trump With 'Russiagate' Narrative that could drag @HillaryClinton into the fray  
https://t.co/mgj9XOLlZl",0.57510215,2022-04-05 23:39:56,1511488843265949696
"#Biden Blackballed Black Woman for #SupremeCourt

A conservative black woman was blackballed by Senator Biden 17 yrs ago. Then and now, Biden puts identity politics 2nd to radical politics. 

WATCH:
https://t.co/vzKWP9Cxfx",0.32873762,2022-04-05 23:40:04,1511488876774404104
"@RealDonaldTrump #lie : 'The ice caps were going to melt. They were going to melt. They were going to be gone by now, but now they’re setting records.' #Trump #MAGA #RacistInChief https://t.co/fsYeL62bID",0.51144946,2022-04-05 23:41:13,1511489165975863300
The BCSGA Officer elections are taking place right now! For more information on how to cast your vote scan the QR or visit the link in our IG bio‼️🖤👏🏼❤️#WeareBC #BakersfieldCollege #BCSGA #Elections https://t.co/rKJdJo8c7z,0.37076086,2022-04-05 23:41:46,1511489302743592960
"TWTR-@elonmusk  This kinda feels like Election Night 2016, when, at 8pm, Hillary was in!, then 12am-2am, we're told it ain't Hillary!, remember?

Feels like good/freedom/right has won!?

Anybody?
#Bitcoin #Biden #Trump @jimmyfailla #Gutfeld",0.45738682,2022-04-05 23:41:50,1511489318480711680
"@TrumpinTheShark @bennyjohnson Beg to differ; right after his signing of the EO...#Biden was looking for a caregiver, none found...he's not sure what he should do next as everyone is swarming @BarackObama.
Go watch the video -
Scroll to the 39:40 mark. https://t.co/6a3mL2sEyQ",0.36217827,2022-04-05 23:42:02,1511489368376156167
Via @RawStory: Judge refuses jail time for MAGA rioter who called for Civil War: report https://t.co/bvKoZsdI3R | #politics #trump #corruption,0.28980058,2022-04-05 23:42:06,1511489385203572738
@ACTBrigitte Trump put Russia first. So did you. #TraitorTrump #PutinPuppet #TrumpIsACriminal #TrumpIsARussianAsset #Trump #ArrestTrumpNow #GOP #GOPRussianAssets #GOPtheRussianPartyofTraitors #GOPCorruptionOverCountry #GOPBetrayedAmerica #GOPTraitorsToDemocracy,0.63624567,2022-04-05 23:42:13,1511489414760960002
@RepCori @POTUS @AyannaPressley 2/2) @JamaalBowmanNY @RepAOC @Ilhan @RepRashida &amp; @ninaturner AMONG OTHERS have CAUSED THIS CURRENT CRIME WAVE. Now we know why you loudmouths have been cashing #DarkMoney checks from drug-kingpins &amp; #Trump donor leaders from the #UK/#British &amp; #Russia. You WILL be PRIMARIED!!!!,0.2029784,2022-04-05 23:42:44,1511489547850375175
"@TonyHussein4 Trump would be awesome entertainment, then you haters can come on @Twitter everyday and get excited to WATCH/SEE what he says, $TWTR Stock would go to 100$ a share combined with #ElonMusk you haters AND #Trump will BOTH PROFIT off of FREE SPEACH",0.5568343,2022-04-05 23:42:56,1511489594075742212
"@AnalystHealth @AnalystHealth your a mean evil hater,you realize that?Are you a fan on Inflation and Afghanistan and Russia murders?FACTS: #Trump would have prevented #Afghanistan #Taliban murders,Prevented #Russia #Ukraine murders of 100,000 people in a year, FACTTT...ASK:NOT DURING Trump?!🤞",0.17663833,2022-04-05 23:43:00,1511489611746340871
"@warren_Meidas It's nice when you have the choice to stay or go isn't it?

Wish we all that the same option. If #Trump does come back which causes you to leave, well, good bye in advance.",0.40618378,2022-04-05 23:43:07,1511489644139012097
"@Mompreneur_of_3 @PatriotMike24 @judytgolf @DailyCaller My beef with Stacey is not about her being a race baiter per se. My problem is that she exploited the vulnerabilities of our electoral process to get Democrats (including #Biden) elected. In other words, she cheated.",0.19830373,2022-04-05 23:43:22,1511489706260897794
@ggreenwald Absolutely! Liberal opinions are like farts in the wind. There for a second and gone. I’m loving the tweets and frenzy they’re all displaying today. I’d like to see #trump back on #twitter for no other reason than to watch the utter terror it would cause them! #freespeech,0.21343425,2022-04-05 23:43:57,1511489853313138692
"@JackPosobiec BOTH #Obama and #Biden called Joe the #VP today.

Subliminal message?  Nah, we already know who's running things. 

Fundamentally transforming America one debacle at a time.  Letting the demented  one take the blame.

BHO 3.0",0.28850925,2022-04-05 23:44:00,1511489862783971334
"Le Pen is closing the gap with Macron  #lepen #marinelepen She wants France out of NATO. Watch the news, she has been already poisoned by Russian KGB.",0.35912436,2022-04-05 23:44:00,1511489864801394698
"Why would #elonmusk have to reinstate #trump to twitter?

#trump has a perfectly good outlet that he refuses to use in #truthsocial 

Kinda like the oil companies demanding more drilling leases when they have 9,000 already they're not using",0.33676663,2022-04-05 23:44:32,1511489999027388423
"#Trump has no class, charm, coolness, credibility, compassion, wit, warmth, wisdom, subtlety, sensitivity, self-awareness, humility, honour or grace – all qualities, funnily enough, with which his predecessor Mr. #Obama was generously blessed ! #GOPtheRussianPartyofTraitors https://t.co/IabHxMmXSq",0.64163905,2022-04-05 23:44:42,1511490041549369347
"@Mediaite all i know about this guy -- @jdvancepress @jdvance1 -- is that he doesn't care about #ukraine. and he has horrible things to say about #trump.

i won't trust this guy for anything to do with #russia either.

#standwithukraine #ukrainecrisis 

https://t.co/OYYdw1t1e2",0.24177983,2022-04-05 23:44:44,1511490048092368896
Look who came back to the White House today!  Obama  looks real comfortable on that podium! #Obama #ObamaCare #Health #Healthcare #Biden,0.5719809,2022-04-05 23:44:45,1511490055214444553
It seems #Trump may be on to something. We do have an #IllegalVoting problem. @MarkMeadows and now @MattMowers. Perhaps the #Republicans ought to get their own (glass) house in order before they start throwing bricks at others?,0.3525448,2022-04-05 23:44:51,1511490078513770499
"Democrats Thankful For Biden Healthcare Fix, as Barack Obama Returns to the White House

#healthcare #biden #ObamaCare #Obama #MedicareForAll #DemocratsDeliver @SenMarkey @PramilaJayapal

#BarackObama 

https://t.co/lk5H0YeoXU",0.49947578,2022-04-05 23:45:01,1511490120180027399
"@BillPascrell @KatyaYushchenko ‘The perfect target’: #Russia cultivated #Trump as asset for 40 years – ex-KGB spy https://t.co/s2mUxS0048 
#PutinWarCriminal #WarCrimes #StandWithUkraine️",0.7513298,2022-04-05 23:45:28,1511490233652580354
"CEO @jasonmillerindc  GETTR's latest updates and Twitter's cont. refusal to re-instate Pres #Trump. 

""I don't know if any human on this planet can remove the stench from the platform of #Twitter  https://t.co/d2db5Sx0B2",0.32015622,2022-04-05 23:45:30,1511490242624344070
"‘The perfect target’: #Russia cultivated #Trump as asset for 40 years – ex-KGB spy https://t.co/s2mUxS0048 
#PutinWarCriminal #WarCrimes #StandWithUkraine️",0.77312976,2022-04-05 23:45:35,1511490261645373440
"LOOK: Reporter @JimLaurie_Asia was at Manila airport when Senator Aquino was assassinated, and at the Malacañang Palace the day the Marcos family fled the Philippines following a popular revolt in 1986. He’s sharing footage ABC’s crew gathered during that period 👇🏼",0.37469304,2022-04-05 23:45:39,1511490279148523521
"@GOPChairwoman President Biden's woke insistence that 2+2=4 has left millions of proud  Conservative leaning odd numbers frustrated. This is just one more liberal lie that we Republicans WILL NOT stand for. Bring back #Trump in 2024, to Make America The Best Country in the Nation!!! @potus https://t.co/hxhX4ofusN",0.175239,2022-04-05 23:46:09,1511490406978043908
@BillPascrell @KatyaYushchenko @GOP Idiocracy: a disturbingly prophetic look at the future of America – and our era of stupidity https://t.co/SSDZgudChw Neurons in brain make enough electricity each day to run a light bulb (20 watts) but #Trump #GOP #QAnon #MAGA #whitetrash #pondscum &lt; 1 watt,0.3617467,2022-04-05 23:46:10,1511490410832560132
"‘The perfect target’: #Russia cultivated #Trump as asset for 40 years – ex-KGB spy https://t.co/s2mUxS0048 
#PutinWarCriminal #WarCrimes #StandWithUkraine️",0.77312976,2022-04-05 23:47:13,1511490674280914944
"@SueQueRN @tbroker23 @ElieNYC @FBI Director #JamesComey broke protocol &amp; made sure that didn't happen 

Then #Trump turned around and fired his ass effectively eliminating the witness &amp; making his stunt a perfect crime",0.35104552,2022-04-05 23:47:14,1511490678005583880
Full story https://t.co/gltHtu078v 🟪🟪#advocate #biden #conservative #donaldtrump #election #endpolicebrutality #georgefloyd #joebiden #law #lawschool #lawyer #maga #nojusticenopeace #policereform #purpleroompolitics #republican #supremecourt #trump #tsrpolitics #womensrights https://t.co/9lY6xfawCh,0.61555684,2022-04-05 23:47:50,1511490828065247242
"Fools think #Elon is going to get #Trump's twitter account turned on. Lol. Elon is all about Elon, and he doesn't need Trump soaking up press attention. Elon needs attention almost as much as Trump does.",0.26711303,2022-04-05 23:48:21,1511490958440902656
Via @RawStory: Sarah Palin says she’s personally ‘insulted’ because Biden picked an ‘ill-prepared’ Black woman for the court https://t.co/OJpNQ0eR8F | #politics #trump #corruption,0.295961,2022-04-05 23:49:03,1511491135788642309
"@AdamKinzinger Sir, this was very well said. I hope everyone hear this. #GOP #GOPRussianAssets #GOPTraitors #TrumpIsARussianAsset #TrumpCult #Trump #TRUMP2024ToSaveAmerica",0.89094734,2022-04-05 23:49:11,1511491168059674627
ROLMAO! Democrats brought us this example of complete incompetence. Everything that’s gone wrong can be attributed to our Brandon. No matter who visits it’s still Joe Biden were are burdened with. #MIDTERMS #DNC #FNC #FBN #NPR #CNN #MSNBC #CONGRESS #BidenWorstPresidentEver #Biden,0.277772,2022-04-05 23:49:13,1511491178503581708
"Watching President Biden and Former President Obama on the Affordable Care Act @CSPAN https://t.co/4j7BekS2Ce
#Obama #AndHisPuppet #Biden 
#TheUnaffordableCareAct",0.41089717,2022-04-05 23:49:38,1511491282706776075
"@nathaliejacoby1 I give #ElonMusk credit for intelligence.. I think he knows the WHY.. and I believe..the #GOP thinks they can OUTWIT @elonmusk by begging for #trump … 

Don’t be fooled.. 

WHEN it comes to battle of the brains.. 

I hope #ElonMusk proves smarter than …🤷‍♀️🤣 https://t.co/0l2rHgBFtB",0.32308716,2022-04-05 23:50:03,1511491387908407306
BREAKING!🚨 Officers From NATO Countries Trapped In Mariupol - Russians Shot Down Two Ukrainian Mi-8s In Mariupol🚨 https://t.co/EhXnt9BKdZ via @YouTube #Mariupol #Bucha #Ukraine #RussianWarCrimes #RussianWarCrimesInUkraine #RussiaUkraineConflict #NATO #Europe #Putin #Biden,0.3024906,2022-04-05 23:50:24,1511491474537463808
"I'm not really sure how Twitter works, But I'm about to #Trump the shit out of it. Every time I'm on the throne🚽, I'm going to be tweeting some BS. #ToiletThoughts #JustGoWithIt #IYKYK #TweetTweetMF #FollowMeForSomeMoreBS",0.40121293,2022-04-05 23:50:37,1511491531072438277
"@RNCResearch No one respects the current President. Not our enemies, not our allies, not his old boss, not even his staffers and his own dem cohorts who totally ignored him and flocked to Obama. Sad sight to see him wondering aimlessly around. #Biden",0.10234469,2022-04-05 23:50:46,1511491569538457600
"Statement by President Joe Biden on the Mass Shooting in Sacramento https://t.co/Bp80idTakH via @whitehouse 
Then reality...
https://t.co/ogIhjYlhxb",0.4396289,2022-04-05 23:51:47,1511491822693990401
"No war under #Trump. No inflation under Trump. No high gas prices under Trump. Everything media accused Trump of doing in reality or feared he might do has been done to our great detriment by #Biden. NOBODY is better off, especially Joe’s base who are poorer each and every day.",0.2228617,2022-04-05 23:52:44,1511492060737646593
"@CassandraRules This event further shows that #Biden is a dementia puppet figurehead, and that #Obama is the leader of a #ShadowGovernment and is serving a stolen and unconstitutional third term as president.",0.3228428,2022-04-05 23:52:54,1511492103796187137
"@nypost @KellerZoe YES!!!! #TrumpWasRight 

Bring Back #Trump 

#SpecialReport #TheFive #Hannity #PrimeTime   #Gutfeld #FoxNewsAtNight #FoxNews  #Newsmax #CrushTheRuble #LifeLibertyLevin #NextRevFNC",0.8895558,2022-04-05 23:53:16,1511492198176628738
"@POTUS #Trump warned us he literally said if #Biden got in gas would go up 8,9$ &amp; they would tell us to get rid of our cars &amp; that’s exactly what’s going on! Everything Trump said would happen is plus some! https://t.co/lYkPh6WdVG",0.31277168,2022-04-05 23:53:17,1511492200563187720
@ReallyAmerican1 #Trump is not only a trailer with a man is a blundering idiot. He speaks in fragments of sentences and he is so illogical it just doesn’t make any sense panders himself Likewise other idiotic lowlifes,0.13975444,2022-04-05 23:53:36,1511492279659380739
"@Garrett_Archer @jpgftw @ZforArizona https://t.co/dmwpdcgfcr
You have to read her revolutionary plan for education.  Rinse your eyes immediately afterwards.",0.2970158,2022-04-05 23:53:43,1511492308981608461
"#SpecialReport #TheFive #Hannity #PrimeTime   #Gutfeld #FoxNewsAtNight #FoxNews  #Newsmax #CrushTheRuble #LifeLibertyLevin #NextRevFNC

Bring Back #Trump  

This 👇 🆆🅴. 🅳🅾🅽'🆃. 🅲🅰🆁🅴.",0.59814966,2022-04-05 23:54:11,1511492426455822346
"Joe #Biden  looks lost, yet again…

at....00:01  wondering where are they all🤔

and at 00:04 he recognized everyone left me and went to communicate with #war #criminal #Obama
what a sad picture for a #President https://t.co/48gxaxuOOZ",0.3902132,2022-04-05 23:54:46,1511492573260615680
"Its obvious to everyone that #Putin is lying and he does this every time. Thats way #Trump like him so much and even ask to reveal dirt on Biden Jr.  But now Trump cant ask for this,  according #GOP member Putins is a #warcriminal. He has other conserns?
https://t.co/9wPObVWM5r",0.2097488,2022-04-05 23:55:19,1511492710561107982
"I fail to understand, twitter banning Trump for Jan 6th riot. 

But, failed to ban Putin for starting war and killing thousands of innocents.

What’s the logic on that?

#Trump #Putin #Jan6thInsurrection 
#Ukraine️ #UkraineRussiaWar #Twitter #banned #injustice @jack",0.14498428,2022-04-05 23:55:21,1511492721654915073
"@Acyn ‘The perfect target’: #Russia cultivated #Trump as asset for 40 years – ex-KGB spy https://t.co/s2mUxS0048 
#PutinWarCriminal #WarCrimes #StandWithUkraine️",0.75504273,2022-04-05 23:55:36,1511492784900898823
"Letter: Who is Dave Shook? https://t.co/taTd5oH1du
#LetterToTheEditor #Opinion #ClarkCountySheriffsOffice #CCSO #SheriffCandidate #DaveShook #LisaDiStefano #LawEnforcement #Elections #VancouverWa #ClarkCountyWa #ClarkCountyNews #ClarkCountyToday https://t.co/uf88nLRxos",0.4594062,2022-04-05 23:55:45,1511492819520737281
"📣 New Podcast! ""EP1 - Convo with kate &amp; Crash"" on @Spreaker #america #biden #energy #food #fuel #harris #nwo #politics #putin #socialmedia #southernborder #trump #truthsocial #twitter #ukraine #war #who #zalensky https://t.co/L7yjvIJHkB",0.6555529,2022-04-05 23:55:46,1511492826940555265
"Obama says the quiet part out loud, and that’s exactly what we are witnessing!! #obama. #BarackObama  #biden #joebiden #BidenWorstPresidentEver  #BidenBoom  #Bidenflation https://t.co/B2CQTPccjj",0.36386567,2022-04-05 23:55:49,1511492840391651330
"‘The perfect target’ #Russia cultivated #Trump as asset for 40 years – ex-KGB spy https://t.co/s2mUxS0048 
#PutinWarCriminal #WarCrimes #StandWithUkraine️",0.8160125,2022-04-05 23:56:04,1511492902945320962
"Watching President Biden and Former President Obama on the Affordable Care Act @CSPAN https://t.co/4j7BekS2Ce
#Obama #AndHisPuppet #Biden 
#TheUnaffordableCareAct",0.41089717,2022-04-05 23:56:30,1511493008780374017
Watch the @GOP which supported #trump in his #lies #misinformation #insurrection and the #BiggestLie vote against #JudgeJackson Only because they don’t like her even though she is more #qualified than #candidates they supported in the past. DOGMA and trumpism over smart choices),0.40712526,2022-04-05 23:56:58,1511493127873482758
"@ReallyAmerican1 ‘The perfect target’: #Russia cultivated #Trump as asset for 40 years – ex-KGB spy https://t.co/s2mUxS0048 
#PutinWarCriminal #WarCrimes #StandWithUkraine️",0.75504273,2022-04-05 23:57:00,1511493136136110081
"The perfect target #Russia cultivated #Trump as asset for 40 years – ex-KGB spy https://t.co/s2mUxS0048 
#PutinWarCriminal #WarCrimes #StandWithUkraine️",0.7908501,2022-04-05 23:57:13,1511493189059837953
Which were both acquitted fake news and political theater. It’s amusing how these Dem sheeple are easily fooled by @cnn. It’s actually embarrassing how arrogant they act over fake news. @jojofromjerz #politics #war #wars #republicans #democrats #trump #lgbt #lgbtq #yawn #haters,0.13736004,2022-04-05 23:57:35,1511493282907320320
@MSNBC @MaddowBlog Watch the @GOP which supported #trump in his #lies #misinformation #insurrection and the #BiggestLie vote against #JudgeJackson Only because they don’t like her even though she is more #qualified than #candidates they supported in the past. DOGMA and trumpism over smart choices),0.39291763,2022-04-05 23:58:11,1511493432379953156
"@mikepompeo Not with you anywhere near that attempt.
Also, Let's make the next century about saving the planet before it is too late and restoring the near fatal destruction of #America under #trump and #pompeo 
#USA",0.3646021,2022-04-05 23:58:23,1511493484410286081
@MSNBC Watch the @GOP which supported #trump in his #lies #misinformation #insurrection and the #BiggestLie vote against #JudgeJackson Only because they don’t like her even though she is more #qualified than #candidates they supported in the past. DOGMA and trumpism over smart choices),0.40331417,2022-04-05 23:58:41,1511493557974188038
I don't it is brutal I think now that it is how people see Biden. He is slowly in a mental decline and maybe people don't care. #biden #President,0.1506182,2022-04-05 23:58:58,1511493630548185089
@PeterAlexander The storyline is Idiocracy: a disturbingly prophetic look at the future of America – and our era of stupidity https://t.co/SSDZgudChw Neurons in brain make enough electricity each day to run a light bulb (20 watts) but #Trump #GOP #QAnon #MAGA #whitetrash #pondscum &lt; 1 watt,0.36565804,2022-04-05 23:59:10,1511493679919210497
The storyline is Idiocracy: a disturbingly prophetic look at the future of America – and our era of stupidity https://t.co/SSDZgudChw Neurons in brain make enough electricity each day to run a light bulb (20 watts) but #Trump #GOP #QAnon #MAGA #whitetrash #pondscum &lt; 1 watt,0.36840922,2022-04-05 23:59:17,1511493711552651267
Due To “Super Shoes” Many New Records Will Be Broken In Track &amp; Field Events: Anju Bobby George | Athletics News https://t.co/Isyfnlr9i1 #news #worldnews #auto #entertainment #business #health #indiaNews #politics #sports #tech #news #elections,0.5837791,2022-04-05 23:59:41,1511493812555816968
"This is a really great article by @NPKastelein on the history of Oil &amp; Gas and how we ended up in this mess.

@SpectatorOz #ClimateChange? #renewables #Russia #UAE #America #USpolitics #Biden #Trump
https://t.co/6hc7eq8MuV",0.77783585,2022-04-06 00:00:13,1511493944647221248
"She’s bragging about voting for $8 a gallon gas prices and even has a merch to promote how she supports high gas prices and high inflation, lol. @JoJoFromJerz #politics #america #american #war #wars #republicans #trump #democrats #hatersgonnahate #joebiden @POTUS  #foxnews #cnn",0.38592708,2022-04-06 00:00:15,1511493956042846215
"Fact 5: Western Leadership Has Failed, Over Again - Unhinged dependence on Russian oil &amp; gas, reduced military spend, sanctions exposing weaknesses, failure in coordinating military aid https://t.co/QeA9qzGd6D #Ukraine #Russia #War #Biden #Macron #Scholz #Zelenskyy Foden",0.23306662,2022-04-06 00:00:25,1511493995540664321
"Care to explain your disgraceful vote on NOT supporting NATO? 

Because of that, I will commit right here, right now to voting the Democratic nominee against you in November. You cannot represent WI-07 with that kind of mindset.",0.24510479,2022-04-06 00:00:26,1511493999235940352
#1 Reinstate Trump’s Account - 10 Things Elon Musk Could do With Twitter https://t.co/cNyqVDcwGx Make Twitter Great Again #Trump #WWERaw #BringBackTrump Castillo,0.5980736,2022-04-06 00:00:32,1511494024871489540
Good God @Fedra #RacistInChief @realDonaldTrump is a awful nincompoop. #Trump #MAGA #RacistInChief #RapistInChief #cult45 #Fired https://t.co/6TGQz2skIf,0.512154,2022-04-06 00:00:54,1511494119117541380
Defense Secretary Lloyd Austin defends army towards Matt Gaetz’s accusations of “woke-ism” https://t.co/0kXVLEsZIQ #news #worldnews #auto #entertainment #business #health #indiaNews #politics #sports #tech #news #elections,0.23269182,2022-04-06 00:01:27,1511494257856626691
@cspan @RepMattGaetz @SecDef Idiocracy: a disturbingly prophetic look at the future of America – and our era of stupidity https://t.co/SSDZgudChw Neurons in brain make enough electricity each day to run a light bulb (20 watts) but #Trump #GOP #QAnon #MAGA #whitetrash #pondscum &lt; 1 watt,0.3617467,2022-04-06 00:01:33,1511494282049335297
"@atensnut @bennyjohnson ⚠️ #Video Of #Clueless Mentally Unstable 78 yr. Old ""LOST CHILD"" Wandering Around - #ImpeachBiden - #LetsGoBrandon - #BidenCrimeFamily - #JoeBiden - #Biden - #FJB  --  #AmericaFirst #SaveAmerica #MAGA #Trump - L-819 https://t.co/bWorDxwGCe",0.18655837,2022-04-06 00:01:55,1511494373212577792
"US To Target Russian Officials, Financial Institutions In Latest Sanctions: White House https://t.co/e28v6VcNsJ #news #worldnews #auto #entertainment #business #health #indiaNews #politics #sports #tech #news #elections https://t.co/1E1pNrX3mr",0.3794104,2022-04-06 00:02:02,1511494401721262086
Elon Musk joins Twitter's board of directors… Get to the point #ElonMusk @elonmusk: are you pushing for #trump back on Twitter: Yes or No? #elontwitter #Twitter  https://t.co/Te090dhmSn,0.4425965,2022-04-06 00:02:08,1511494427323285507
"#TalkingPeace

#April10WhiteBlueDay

#Trudeau - #Biden &amp; #Europe have a #Nazi infestation &amp; there are more in #Russia than in #Ukraine

https://t.co/ReFQ5AF9N5

Kids are #radicalized because these #Countries did not #oulaw #nazism #Politics as #terrorism - Sad!

What to do?",0.46133363,2022-04-06 00:02:19,1511494472307249152
"@difloric @ImolaOggi .@difloric .@ImolaOggi The West, #Merkel, #Biden - they allowed #Putin! They gave #Ukraine to Satan! I invite to my blog!
https://t.co/HcyLE66RWv
#Ukraina #UkraineRussiaWar #Zelensky #SlavaUkraini",0.5570438,2022-04-06 00:02:22,1511494487314509831
"@difloric @ImolaOggi .@difloric .@ImolaOggi May the devil take Putin!!! To hell! There is no place on earth for him!!! I invite to my blog https://t.co/TTpwXQGxl8
#UkraineRussiaWar #Ukraine #Putin #UkraineUnderAttaсk #Zaporozhye #Zaporoze #Biden",0.61514443,2022-04-06 00:02:39,1511494560081399808
Weird... Bidens in office now and yet our country is still in decline... Hm? Could it just be the whole system? No because that can be like fixed right? After 200 and so years... Keep dreaming America. That's what they want. #moo #biden #americandream #gamble #distractingdreams,0.28713363,2022-04-06 00:02:55,1511494625491443718
I have great sympathy for #Zelensky. He's a new leader facing unimaginable horrors in his country. I think people watching the atrocities from the West feel the same frustration that he does. I pray that #Biden and #Nato continue to help bring an swift end to #Putin's savagery.,0.3088643,2022-04-06 00:03:25,1511494751828258816
No I noticed the $8 a gallon gas prices under Dems and gas was cheaper under #trump. That’s what I notice. I don’t care for mean girl gossip the way you spread lies about Trump. I look at prices under Dems. @JoJoFromJerz #politics #war #wars #republicans #trump #democrats #lgbt,0.2882878,2022-04-06 00:03:31,1511494776775868416
"@RyanAFournier A DONALD TRUMP DOCUMENTARY. The Master Plan....
#Ukraine #trump #conspiracytheory #America #Biden #Clinton #Hillary #Russia #Zelenskyy #zelensky #putin #TrumpIsARussianAsset #UkraineRussianWar #worldwar3 #war #DonaldTrump #RussianUkrainianWar
https://t.co/xnk8rFIJq3",0.55023605,2022-04-06 00:04:30,1511495025141628928
"Well, America? 
How do you like the trade so far?

#Biden #KamalaHarris #President #Trump #America #inflation #gasprices #WWIII https://t.co/AwPnwfoNsx",0.51490456,2022-04-06 00:04:44,1511495082830086151
"Because a) Fox has more viewers than his state run, narrative-fed CNN and MSNBC and b) they’re slightly more truthful than the others in their coverage.. you’ll burn, #BidenCrimeFamilly And I can’t wait to watch it happen. #Biden #FJB #BidenWorstPresidentEver",0.45539913,2022-04-06 00:04:58,1511495142250848258
#Trump and the #GOP are doubling down on #Putin and his lies.  Is this really what the United States has come down to.  Throw away democracy for a dumb lazy conman?,0.15456906,2022-04-06 00:05:11,1511495194255912963
"Does anyone else think it is corrupt in itself, that a former President is this much involved in a current administration?

#Obama #Biden #President #BidenAdministration #BidenIsAFailure",0.23171157,2022-04-06 00:05:38,1511495309565779970
I have great sympathy for #Zelensky. He's a new leader facing unimaginable horrors in his country. I think people watching the atrocities from the West feel the same frustration that he does. I pray that #Biden and #Nato continue join forces and help end #Putin's savagery.,0.30237514,2022-04-06 00:05:46,1511495343040565255
"@PammsyB He is not #conservative in the sense of classical Americans confronting GOP, as #Trump did…

But these nihilistic destroyers of Constitutional propriety, will lose it over the simplest &amp; firm truths: they are on the wrong side of life. Never planned to align with Musk.#thenNow",0.3437822,2022-04-06 00:06:00,1511495403157393411
Every time I see tweets by these Dem sheeple they all say the same boring Orange man bad Schtick 24/7. @smc429 @jojofromjerz @AaronParnas @JDCocchiarella They’re in a cult! #politics #america #american #americans #republicans #trump #democrats @B52Malmet #foxnews #florida #cnn,0.225956,2022-04-06 00:06:10,1511495443024269313
"Horrible but obvious thought: #Putin is going to try holding out until 2024 in the hope that #Trump gets re-elected. The idea of Vlad owing Donald a favour is horrific, but Trump would just squander it anyway...",0.14652202,2022-04-06 00:06:13,1511495456320364544
